Date,Time,PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),T,RH,AH,CO(GT)
1/7/2005,4:00:00,944,617,127,944,77,7,77.3,0.7782,1
1/7/2005,5:00:00,862,540,73,1110,55,7.2,74.4,0.7581,0.6
1/7/2005,6:00:00,909,567,100,1049,63,6.7,75,0.7418,0.7
1/7/2005,7:00:00,965,659,126,973,69,6.4,76.3,0.7389,1
1/7/2005,8:00:00,1102,884,284,719,99,6,78.5,0.7377,1.7
1/7/2005,9:00:00,1226,1157,419,552,125,6.3,77.4,0.7452,3
1/7/2005,10:00:00,1132,950,432,659,123,7.7,73.8,0.7769,2.4
1/7/2005,11:00:00,1183,1013,310,632,128,10.2,61.5,0.7638,2.2
1/7/2005,12:00:00,1211,998,446,605,149,11.3,58.1,0.7743,2.6
1/7/2005,13:00:00,1253,1030,464,590,137,10.6,62.3,0.7981,2.5
1/7/2005,14:00:00,1311,1088,505,563,147,11.1,62,0.8199,3
1/7/2005,15:00:00,1341,1142,564,536,168,12.6,57.7,0.8387,3.3
1/7/2005,16:00:00,1432,1195,625,509,180,13.3,56.2,0.8548,3.8
1/7/2005,17:00:00,1404,1195,590,499,170,11.2,65.3,0.8639,3.6
1/7/2005,18:00:00,1493,1337,712,466,180,8.8,74.6,0.8434,5
1/7/2005,19:00:00,1478,1357,723,473,178,7.2,78.5,0.803,5.7
1/7/2005,20:00:00,1411,1311,707,487,159,6.5,80,0.7789,5
1/7/2005,21:00:00,1387,1231,737,523,156,5.8,83.8,0.7768,4.8
1/7/2005,22:00:00,1306,1161,646,557,146,5.5,83.5,0.7619,3.9
1/7/2005,23:00:00,1232,1035,536,623,132,5.8,81.3,0.7568,3.3
1/8/2005,0:00:00,1277,1085,567,589,137,5.4,82.6,0.7495,3.4
1/8/2005,1:00:00,1063,843,357,762,114,6.4,76.3,0.7369,2.4
1/8/2005,2:00:00,991,744,187,863,95,7,73.6,0.7417,1.4
1/8/2005,3:00:00,989,701,-200,871,-200,7.2,72.3,0.7392,1.4
1/8/2005,4:00:00,972,674,169,926,88,7.9,69.3,0.7413,1.2
1/8/2005,5:00:00,973,675,184,903,94,7.4,71.7,0.7434,1.2
1/8/2005,6:00:00,985,691,205,878,97,7.7,71.9,0.7575,1.2
1/8/2005,7:00:00,1020,736,213,854,93,8.1,68,0.7396,1.3
1/8/2005,8:00:00,1192,978,415,638,113,6.7,77.1,0.7597,2.3
1/8/2005,9:00:00,1325,1140,583,542,126,6.8,77.9,0.7756,3.4
1/8/2005,10:00:00,1219,1026,462,604,133,8.9,66.7,0.7634,3
1/8/2005,11:00:00,1195,992,387,632,141,11.6,54.1,0.7387,2.5
1/8/2005,12:00:00,1230,1020,414,605,139,13.5,49.4,0.7598,2.7
1/8/2005,13:00:00,1312,1087,440,567,147,13.8,50.9,0.796,2.8
1/8/2005,14:00:00,1387,1127,516,530,175,13.4,55.9,0.8588,3.6
1/8/2005,15:00:00,1375,1076,495,555,180,12.9,59,0.8736,3.1
1/8/2005,16:00:00,1532,1265,643,482,194,13.3,59,0.8945,4.3
1/8/2005,17:00:00,1531,1235,725,484,192,13,61.9,0.9224,4.6
1/8/2005,18:00:00,1479,1196,683,498,188,12.5,63.6,0.9193,4.3
1/8/2005,19:00:00,1521,1208,681,497,179,12.2,65.8,0.931,4.3
1/8/2005,20:00:00,1616,1363,833,442,196,12.6,65.2,0.9474,5.5
1/8/2005,21:00:00,1371,1105,514,553,169,13.3,63.6,0.9681,3.4
1/8/2005,22:00:00,1198,943,371,647,151,13.5,62.6,0.9644,2.4
1/8/2005,23:00:00,1102,813,213,764,123,14.1,59.6,0.9563,1.6
1/9/2005,0:00:00,1120,826,242,750,127,14,61.4,0.9773,1.7
1/9/2005,1:00:00,1093,789,241,771,127,13.5,63.4,0.9755,1.6
1/9/2005,2:00:00,1112,791,218,764,118,13.2,64.2,0.9706,1.3
1/9/2005,3:00:00,986,674,-200,883,-200,13.6,62.2,0.9643,0.8
1/9/2005,4:00:00,934,609,70,976,55,13.7,61.1,0.9537,-200
1/9/2005,5:00:00,919,571,54,1017,44,13.5,63.8,0.9801,0.6
1/9/2005,6:00:00,929,556,60,1035,46,12.5,67.3,0.9743,0.6
1/9/2005,7:00:00,919,552,55,1063,46,13.2,64.2,0.9664,0.5
1/9/2005,8:00:00,944,586,93,977,61,13.1,63.4,0.9535,0.6
1/9/2005,9:00:00,943,580,81,980,60,13.8,60.5,0.9526,0.7
1/9/2005,10:00:00,1036,683,109,846,71,13.7,60.4,0.939,0.9
1/9/2005,11:00:00,1168,797,251,698,111,14,59.7,0.9495,1.5
1/9/2005,12:00:00,1232,903,284,626,127,15,56.2,0.9539,1.9
1/9/2005,13:00:00,1236,901,262,628,128,16.9,50.9,0.9714,1.9
1/9/2005,14:00:00,1278,1070,256,557,142,16.6,52.4,0.981,2.2
1/9/2005,15:00:00,1369,1242,310,476,145,16.4,53.2,0.9826,3.8
1/9/2005,16:00:00,1182,929,269,648,145,16.1,52.8,0.9579,2
1/9/2005,17:00:00,1210,933,348,648,156,15.7,54.4,0.9616,2.2
1/9/2005,18:00:00,1316,1121,396,548,154,15.4,55.3,0.9616,3.3
1/9/2005,19:00:00,1221,952,432,641,165,15.2,54.7,0.9362,2.7
1/9/2005,20:00:00,1260,1034,419,588,153,14.7,56.6,0.9392,2.6
1/9/2005,21:00:00,1231,962,412,625,151,14.4,58.2,0.9495,2.5
1/9/2005,22:00:00,1115,804,223,734,131,14.3,59.2,0.9608,1.5
1/9/2005,23:00:00,1180,877,242,680,128,14,60.4,0.9622,1.9
1/10/2005,0:00:00,1174,873,288,672,137,13.7,63.6,0.9912,2
1/10/2005,1:00:00,1178,876,209,666,119,13.1,68.7,1.0329,1.7
1/10/2005,2:00:00,1052,704,141,807,96,13.2,69.9,1.0526,1.2
1/10/2005,3:00:00,998,591,-200,937,-200,12.8,71.2,1.0454,0.9
1/10/2005,4:00:00,960,532,66,1059,60,12.9,70.4,1.0444,0.6
1/10/2005,5:00:00,958,571,64,998,54,12.4,72.5,1.0411,-200
1/10/2005,6:00:00,989,650,105,900,66,13,70.3,1.0502,-200
1/10/2005,7:00:00,1162,843,303,685,104,12.3,73.3,1.0448,0.4
1/10/2005,8:00:00,1523,1324,620,451,137,12.8,71.8,1.0551,2.6
1/10/2005,9:00:00,1511,1334,590,433,146,13.1,70.2,1.0567,3.5
1/10/2005,10:00:00,1420,1183,592,488,136,12.8,71.8,1.0551,2.1
1/10/2005,11:00:00,1413,1193,698,484,144,13.1,70.3,1.0566,2.1
1/10/2005,12:00:00,1335,1141,482,512,133,13.7,67,1.0446,1.7
1/10/2005,13:00:00,1451,1298,575,452,148,14,65.4,1.0427,2.6
1/10/2005,14:00:00,1410,1276,548,459,155,14.4,63.8,1.0421,2.6
1/10/2005,15:00:00,1429,1277,498,456,152,14.1,65.9,1.0531,2.4
1/10/2005,16:00:00,1409,1223,479,475,145,14.1,65.9,1.0552,2.4
1/10/2005,17:00:00,1372,1210,420,484,139,14.1,66,1.0539,2
1/10/2005,18:00:00,1366,1213,378,489,134,14,66.4,1.0536,2
1/10/2005,19:00:00,1365,1192,340,492,128,13.8,66.4,1.0451,3.1
1/10/2005,20:00:00,1385,1218,399,478,135,13.4,68.1,1.0441,3.3
1/10/2005,21:00:00,1361,1137,449,503,136,13.2,69.1,1.0452,3.3
1/10/2005,22:00:00,1312,1047,374,545,126,13,70,1.042,2.6
1/10/2005,23:00:00,1177,871,244,660,116,12.7,69.9,1.0223,1.7
1/11/2005,0:00:00,1205,888,256,647,116,12,71.9,1.0071,1.8
1/11/2005,1:00:00,1114,757,212,744,107,13.2,66.8,1.0087,1.5
1/11/2005,2:00:00,1047,708,146,816,91,12.4,69.5,0.9986,1.1
1/11/2005,3:00:00,982,592,-200,953,-200,13.1,65.7,0.9858,0.9
1/11/2005,4:00:00,992,644,96,899,70,11.8,70.6,0.9731,0.7
1/11/2005,5:00:00,977,629,106,908,78,12.3,68,0.9734,0.7
1/11/2005,6:00:00,1047,671,115,863,75,12,69.2,0.9697,0.9
1/11/2005,7:00:00,1126,775,236,760,101,11.7,69.8,0.9612,1.3
1/11/2005,8:00:00,1474,1268,583,502,136,12.1,67.6,0.95,3.2
1/11/2005,9:00:00,1526,1466,662,415,147,12.5,65.1,0.9399,5.1
1/11/2005,10:00:00,1386,1158,528,518,143,12.8,62.5,0.9213,3.7
1/11/2005,11:00:00,1392,1166,549,519,153,13.4,59.9,0.9143,3.2
1/11/2005,12:00:00,1363,1192,531,499,148,13.4,57.9,0.8895,3.1
1/11/2005,13:00:00,1331,1184,493,507,149,13.6,56.4,0.8754,3
1/11/2005,14:00:00,1401,1261,527,479,141,13.8,56.3,0.8841,3.6
1/11/2005,15:00:00,1374,1239,487,483,147,13.7,57.9,0.9063,3.2
1/11/2005,16:00:00,1436,1299,581,451,159,13.6,58.9,0.9139,3.9
1/11/2005,17:00:00,1386,1228,531,479,152,13.4,59.7,0.9142,3.4
1/11/2005,18:00:00,1419,1277,495,459,144,13.3,61.2,0.933,3.9
1/11/2005,19:00:00,1428,1288,487,465,146,13.2,61.8,0.9313,3.6
1/11/2005,20:00:00,1508,1416,596,418,162,12.9,61.5,0.9139,4.7
1/11/2005,21:00:00,1438,1251,595,470,156,12.6,63.9,0.9307,4.1
1/11/2005,22:00:00,1415,1197,559,486,146,12,67.4,0.9417,3.4
1/11/2005,23:00:00,1433,1186,586,479,151,11.9,69,0.9568,3.5
1/12/2005,0:00:00,1208,964,399,602,127,12,66.6,0.9293,1.2
1/12/2005,1:00:00,1280,1029,399,564,123,11.4,69.6,0.9373,2.4
1/12/2005,2:00:00,1174,942,381,626,122,11.2,70.3,0.9323,2.1
1/12/2005,3:00:00,1022,729,-200,803,-200,11.5,68.2,0.9271,1.1
1/12/2005,4:00:00,1002,722,162,807,85,10.7,71.3,0.9161,-200
1/12/2005,5:00:00,1018,746,183,800,83,10,74.8,0.9161,1
1/12/2005,6:00:00,1095,868,357,676,98,9.2,78.5,0.9143,1.4
1/12/2005,7:00:00,1182,951,479,634,109,8.8,79.4,0.9033,1.8
1/12/2005,8:00:00,1478,1234,852,470,138,8.7,79.4,0.8944,3.8
1/12/2005,9:00:00,1515,1298,822,434,138,8.9,76.5,0.8767,4.1
1/12/2005,10:00:00,1488,1286,910,452,170,9.9,73.3,0.8936,4.4
1/12/2005,11:00:00,1383,1196,800,497,191,11.8,65.5,0.901,3.5
1/12/2005,12:00:00,1383,1218,758,497,196,13,60.9,0.9061,3.5
1/12/2005,13:00:00,1337,1231,647,505,185,14.7,52.3,0.8687,3.8
1/12/2005,14:00:00,1243,1155,431,546,156,15.1,49.6,0.8428,3.1
1/12/2005,15:00:00,1304,1244,491,507,173,15.7,48.8,0.8657,3.4
1/12/2005,16:00:00,1284,1216,476,522,166,15.8,48.9,0.8707,3.3
1/12/2005,17:00:00,1303,1226,538,521,173,14.6,54,0.8946,3.4
1/12/2005,18:00:00,1461,1440,621,440,177,14.3,56.3,0.9119,4.7
1/12/2005,19:00:00,1517,1512,728,421,182,14.1,57.8,0.9262,5.7
1/12/2005,20:00:00,1526,1492,716,428,166,13.1,62.9,0.943,5.6
1/12/2005,21:00:00,1495,1386,782,457,177,12,67.5,0.9467,5.9
1/12/2005,22:00:00,1333,1154,550,534,158,10.7,70.9,0.9113,3.6
1/12/2005,23:00:00,1216,1020,377,605,133,10,73.2,0.8988,2.5
1/13/2005,0:00:00,1232,1032,391,599,123,9.4,75,0.8874,2.9
1/13/2005,1:00:00,1181,985,433,629,120,8.5,76.9,0.8557,2.5
1/13/2005,2:00:00,1042,814,287,746,105,8.4,75.9,0.8407,1.7
1/13/2005,3:00:00,1027,824,-200,753,-200,6.9,80.7,0.8054,1.6
1/13/2005,4:00:00,915,695,192,883,86,6.2,82.1,0.7825,1.1
1/13/2005,5:00:00,891,666,161,931,77,7,77.3,0.7759,0.9
1/13/2005,6:00:00,937,694,194,915,81,6.5,79.7,0.7751,1
1/13/2005,7:00:00,1086,901,343,715,103,7.7,76.8,0.8112,1.6
1/13/2005,8:00:00,1326,1190,624,531,127,8.2,74.9,0.8184,3.1
1/13/2005,9:00:00,1469,1403,758,452,134,8.8,73.2,0.8298,4.1
1/13/2005,10:00:00,1321,1170,760,532,158,9.7,70.1,0.8432,3.9
1/13/2005,11:00:00,1396,1196,713,524,175,11.7,62.7,0.8586,3.6
1/13/2005,12:00:00,1270,1077,615,583,178,13.1,58.5,0.877,3.2
1/13/2005,13:00:00,1189,1025,319,626,135,14.2,54.1,0.8707,2.2
1/13/2005,14:00:00,1227,1081,338,570,133,14.2,54.3,0.8757,2.4
1/13/2005,15:00:00,1266,1118,380,564,134,14,56.3,0.894,2.7
1/13/2005,16:00:00,1277,1175,366,531,137,13.5,57.8,0.8933,2.7
1/13/2005,17:00:00,1438,1295,567,470,160,12.3,63,0.9015,3.9
1/13/2005,18:00:00,1523,1470,702,414,166,11.4,68,0.9166,5.2
1/13/2005,19:00:00,1384,1290,523,475,144,10.8,69.5,0.8995,4
1/13/2005,20:00:00,1283,1093,373,581,129,11,67.1,0.8766,2.9
1/13/2005,21:00:00,1304,1085,467,571,129,9.5,71.3,0.8458,3.3
1/13/2005,22:00:00,1126,880,260,690,107,8.8,71,0.8089,2
1/13/2005,23:00:00,1141,892,244,686,101,8,73.4,0.7899,1.8
1/14/2005,0:00:00,1183,930,317,669,112,7.6,73,0.7629,2.7
1/14/2005,1:00:00,1090,830,224,744,98,7.1,73.9,0.7515,1.8
1/14/2005,2:00:00,1032,736,176,809,90,7.1,73.5,0.7439,1.3
1/14/2005,3:00:00,940,691,-200,877,-200,6.7,75,0.739,1
1/14/2005,4:00:00,981,721,103,866,59,5.1,81.3,0.7204,1.1
1/14/2005,5:00:00,1104,851,367,687,98,4.3,82.9,0.6968,1.6
1/14/2005,6:00:00,989,762,326,793,109,5.3,80.4,0.7234,1.3
1/14/2005,7:00:00,1079,869,374,732,110,5.7,79.3,0.7326,1.4
1/14/2005,8:00:00,1472,1418,756,459,159,6.8,74.8,0.7423,5
1/14/2005,9:00:00,1313,1206,690,513,144,6.9,75.2,0.7505,4.3
1/14/2005,10:00:00,1363,1229,754,515,147,8,71.9,0.7712,4.1
1/14/2005,11:00:00,1347,1212,750,527,179,9.3,67.1,0.7849,3.8
1/14/2005,12:00:00,1240,1140,590,567,164,10.2,63.6,0.7928,3.1
1/14/2005,13:00:00,1280,1222,525,526,160,11,60.9,0.7966,3.3
1/14/2005,14:00:00,1210,1151,406,569,143,11.3,60.1,0.8022,3.1
1/14/2005,15:00:00,1216,1134,360,566,138,12.2,56.9,0.8068,2.7
1/14/2005,16:00:00,1320,1207,448,535,143,11.9,59.1,0.8211,3.4
1/14/2005,17:00:00,1477,1412,733,450,196,10.3,66.3,0.8286,5
1/14/2005,18:00:00,1500,1458,847,428,197,8.2,74.9,0.8187,5.7
1/14/2005,19:00:00,1512,1463,765,435,189,7.9,77.1,0.8223,5.8
1/14/2005,20:00:00,1496,1447,715,435,188,8.3,75,0.8253,5.8
1/14/2005,21:00:00,1360,1246,716,513,190,8.2,75.2,0.8185,5
1/14/2005,22:00:00,1024,819,235,782,126,8.3,69.7,0.7632,1.7
1/14/2005,23:00:00,1094,845,198,780,113,6.7,74.4,0.7344,1.6
1/15/2005,0:00:00,1111,877,293,735,129,6.4,74.9,0.7238,2.3
1/15/2005,1:00:00,1097,878,356,737,128,4.9,80.1,0.7011,2.4
1/15/2005,2:00:00,1051,820,285,778,122,4.8,79.4,0.6872,2
1/15/2005,3:00:00,979,767,-200,827,-200,3.3,82.6,0.645,1.6
1/15/2005,4:00:00,978,756,266,834,115,2.4,86.6,0.6369,-200
1/15/2005,5:00:00,902,659,158,940,92,3.4,81.4,0.6425,1.1
1/15/2005,6:00:00,957,641,95,1013,70,4.2,77,0.6439,1
1/15/2005,7:00:00,973,728,148,902,83,3.5,80.8,0.6406,1.3
1/15/2005,8:00:00,1074,967,337,703,127,3.5,80.3,0.6366,1.9
1/15/2005,9:00:00,1115,1012,453,650,142,4,78.5,0.645,2.6
1/15/2005,10:00:00,1136,1001,497,653,155,4.5,76.6,0.6534,2.7
1/15/2005,11:00:00,1128,977,448,673,153,5.6,72.3,0.6627,2.4
1/15/2005,12:00:00,1196,1035,496,633,177,7.5,64.4,0.672,2.7
1/15/2005,13:00:00,1267,1166,535,567,179,8.9,60.8,0.6921,3.1
1/15/2005,14:00:00,1355,1244,644,536,212,10.6,55.3,0.7058,4.4
1/15/2005,15:00:00,1194,1061,459,622,182,12.3,46.3,0.6597,3.2
1/15/2005,16:00:00,1188,1029,409,635,168,12.2,47,0.6686,2.9
1/15/2005,17:00:00,1279,1154,515,573,179,10.5,55.1,0.6993,3
1/15/2005,18:00:00,1361,1223,640,525,182,8.7,66.3,0.7491,3.7
1/15/2005,19:00:00,1474,1319,816,496,194,7.9,69.9,0.7487,5.2
1/15/2005,20:00:00,1235,1078,505,616,166,7.6,65.3,0.6842,3.3
1/15/2005,21:00:00,1289,1140,560,590,168,6.5,67.6,0.6608,3.6
1/15/2005,22:00:00,1124,910,389,717,148,5.9,66.4,0.6226,2.3
1/15/2005,23:00:00,1231,1017,492,655,151,5.2,70,0.6232,3
1/16/2005,0:00:00,1289,1104,531,623,165,5.2,67.8,0.6028,3.8
1/16/2005,1:00:00,1166,970,487,705,165,4.9,67.1,0.5863,3.2
1/16/2005,2:00:00,1062,884,293,748,128,5.1,65.5,0.5811,2.1
1/16/2005,3:00:00,1028,813,-200,794,-200,4,69.5,0.5706,1.7
1/16/2005,4:00:00,1003,807,219,819,115,3.7,68.9,0.5549,1.7
1/16/2005,5:00:00,929,721,198,923,120,4.5,62.7,0.5343,1.4
1/16/2005,6:00:00,951,737,166,910,106,4.7,62.3,0.5368,1.2
1/16/2005,7:00:00,1011,783,255,835,118,3.9,67.1,0.5483,1.4
1/16/2005,8:00:00,939,751,312,898,156,5.7,54.5,0.5034,1.4
1/16/2005,9:00:00,946,827,236,876,130,6.1,50.3,0.4769,1.7
1/16/2005,10:00:00,841,625,172,1054,112,9,39.5,0.4554,1
1/16/2005,11:00:00,850,629,138,1076,96,10.7,34.4,0.4406,1
1/16/2005,12:00:00,831,602,121,1123,89,11.1,33.4,0.4401,0.8
1/16/2005,13:00:00,866,652,143,1060,98,11.9,30.8,0.4285,1
1/16/2005,14:00:00,819,576,114,1142,85,11.4,32,0.431,0.8
1/16/2005,15:00:00,833,584,107,1144,80,11.3,32.5,0.4334,0.7
1/16/2005,16:00:00,877,642,176,1037,112,11,33,0.4331,1.1
1/16/2005,17:00:00,892,668,180,1017,121,10.3,35,0.4377,1.1
1/16/2005,18:00:00,899,674,212,1002,132,8.4,40.9,0.4542,1.2
1/16/2005,19:00:00,1008,861,331,839,160,8.3,38.5,0.4228,2
1/16/2005,20:00:00,1013,873,369,820,167,8.1,37.9,0.41,2.2
1/16/2005,21:00:00,912,730,274,959,157,7.7,39,0.4106,1.5
1/16/2005,22:00:00,907,705,199,995,130,7,41.5,0.4193,1.2
1/16/2005,23:00:00,953,771,248,905,145,6.6,42.6,0.4179,1.5
1/17/2005,0:00:00,916,701,197,954,133,6.4,44.2,0.428,1.4
1/17/2005,1:00:00,894,682,147,991,110,6,46,0.4349,1.2
1/17/2005,2:00:00,895,648,135,1001,100,4.4,53.1,0.4484,1
1/17/2005,3:00:00,845,534,-200,1168,-200,4,54.3,0.4454,0.6
1/17/2005,4:00:00,837,512,95,1228,79,3.7,55.8,0.4489,0.7
1/17/2005,5:00:00,795,504,94,1258,79,2.6,58.6,0.4385,0.5
1/17/2005,6:00:00,874,552,121,1162,90,3.2,56,0.4364,0.7
1/17/2005,7:00:00,920,667,131,1005,95,3.6,55.4,0.4419,1
1/17/2005,8:00:00,1257,1176,552,612,169,1.8,63.3,0.4464,3
1/17/2005,9:00:00,1222,1239,614,574,199,2.4,60.2,0.4426,4.1
1/17/2005,10:00:00,1196,1139,530,617,186,4.6,52.1,0.4472,3.1
1/17/2005,11:00:00,1214,1153,721,612,208,8.2,40.5,0.4414,3.8
1/17/2005,12:00:00,1149,1096,474,639,178,10.5,34.7,0.4393,2.7
1/17/2005,13:00:00,1166,1134,514,603,176,11.1,33.3,0.4384,3.1
1/17/2005,14:00:00,1170,1138,504,611,177,11.1,32.6,0.4292,3.1
1/17/2005,15:00:00,1176,1209,508,588,182,12.4,28.3,0.4076,3.2
1/17/2005,16:00:00,1147,1158,529,615,182,12.9,24.5,0.363,3.3
1/17/2005,17:00:00,1294,1330,676,535,193,11.4,28.7,0.3865,4
1/17/2005,18:00:00,1683,1831,1216,374,272,9.2,39.3,0.4573,8.6
1/17/2005,19:00:00,1615,1712,1230,384,225,7.8,48.1,0.5115,8.7
1/17/2005,20:00:00,1256,1201,582,563,181,7.2,50.6,0.517,3.6
1/17/2005,21:00:00,1205,1098,460,610,172,6,53.3,0.5008,3
1/17/2005,22:00:00,1087,926,340,715,153,5.3,55,0.4921,1.9
1/17/2005,23:00:00,1092,875,298,751,143,4.2,58.1,0.4832,1.9
1/18/2005,0:00:00,1039,845,300,775,142,3.4,60.9,0.4809,1.6
1/18/2005,1:00:00,1001,762,223,850,131,3,60.2,0.4639,1.4
1/18/2005,2:00:00,925,677,151,958,105,3.2,58.8,0.4578,1
1/18/2005,3:00:00,880,613,-200,1016,-200,3.3,57.7,0.4516,0.7
1/18/2005,4:00:00,873,592,108,1076,83,4.5,53.8,0.4572,-200
1/18/2005,5:00:00,880,618,125,1023,87,3.1,59.7,0.4604,0.8
1/18/2005,6:00:00,950,680,181,936,106,4.2,57.1,0.4743,0.9
1/18/2005,7:00:00,1039,855,341,783,140,3.4,58.5,0.4608,1.5
1/18/2005,8:00:00,1284,1204,552,599,167,3.9,57.3,0.4661,3.1
1/18/2005,9:00:00,1350,1305,839,509,175,4.3,56.8,0.4768,5.1
1/18/2005,10:00:00,1476,1428,1049,477,235,5.6,52.9,0.4841,5.8
1/18/2005,11:00:00,1342,1215,796,542,196,5.5,54.9,0.4985,3.8
1/18/2005,12:00:00,1488,1336,999,479,211,5.1,64.3,0.5697,4.4
1/18/2005,13:00:00,1557,1432,1022,445,234,5.5,66.1,0.601,4.9
1/18/2005,14:00:00,1610,1502,1023,420,240,5.5,69.3,0.6331,5.2
1/18/2005,15:00:00,1583,1457,1065,431,243,5,75.5,0.6667,4.6
1/18/2005,16:00:00,1620,1420,1098,436,224,5.2,76.2,0.6796,4.8
1/18/2005,17:00:00,1605,1416,1099,436,240,5.3,77.4,0.6954,4.9
1/18/2005,18:00:00,1604,1496,939,410,215,5,79.6,0.7022,4.9
1/18/2005,19:00:00,1582,1455,875,423,216,5.1,83,0.7352,5.5
1/18/2005,20:00:00,1523,1342,745,466,184,6.4,82.9,0.8022,4.2
1/18/2005,21:00:00,1172,813,339,774,152,10.3,74,0.9237,1.5
1/18/2005,22:00:00,1021,670,135,932,104,11.3,71.8,0.9577,0.1
1/18/2005,23:00:00,1125,758,167,820,104,9.8,81.9,0.9923,0.2
1/19/2005,0:00:00,1197,840,232,712,124,9.5,83.8,0.9972,0.9
1/19/2005,1:00:00,1174,842,273,723,127,9.9,81,0.9885,1
1/19/2005,2:00:00,1106,733,165,822,109,9.9,79.8,0.9725,0.4
1/19/2005,3:00:00,873,549,-200,1106,-200,6.9,76.4,0.7661,-200
1/19/2005,4:00:00,828,506,75,1222,73,4.8,75.7,0.659,-200
1/19/2005,5:00:00,830,492,53,1263,52,4.7,78.9,0.682,-200
1/19/2005,6:00:00,840,515,72,1235,57,5,75,0.6627,-200
1/19/2005,7:00:00,909,622,130,1046,89,5.6,69.5,0.6362,0.1
1/19/2005,8:00:00,1098,881,265,760,128,7,64.9,0.6512,0.7
1/19/2005,9:00:00,1036,868,314,732,152,7.1,65.4,0.6644,1.2
1/19/2005,10:00:00,912,692,194,923,128,6.4,67.4,0.6537,0.2
1/19/2005,11:00:00,873,618,180,1036,124,5.3,75.9,0.6824,-200
1/19/2005,12:00:00,889,634,181,1009,117,6.3,73,0.7024,-200
1/19/2005,13:00:00,965,742,193,889,110,8.6,63.3,0.7073,0.3
1/19/2005,14:00:00,1009,845,263,771,128,10,55,0.6753,0.6
1/19/2005,15:00:00,918,729,176,904,114,9.4,53.6,0.6333,0.2
1/19/2005,16:00:00,920,729,168,891,110,9.2,55,0.6402,0.2
1/19/2005,17:00:00,923,715,170,915,112,8.7,55.1,0.6228,0.7
1/19/2005,18:00:00,1021,883,234,766,130,8.9,54.4,0.62,1.8
1/19/2005,19:00:00,998,858,256,770,135,8.6,53.6,0.5992,2.2
1/19/2005,20:00:00,1061,962,257,721,141,9,50.4,0.5809,2.3
1/19/2005,21:00:00,1016,892,317,758,141,9.2,49.8,0.5808,2.6
1/19/2005,22:00:00,859,611,135,1053,95,8.8,52.1,0.5918,1.1
1/19/2005,23:00:00,945,707,159,963,97,8.8,50.9,0.5781,1.2
1/20/2005,0:00:00,937,715,186,896,112,8.7,51.1,0.5755,1.8
1/20/2005,1:00:00,876,618,102,1032,74,8.6,51.5,0.5772,1.1
1/20/2005,2:00:00,831,530,75,1169,62,8.5,51.9,0.5766,0.9
1/20/2005,3:00:00,828,514,-200,1205,-200,8.1,53.1,0.5742,0.7
1/20/2005,4:00:00,810,470,41,1315,40,7.8,54.2,0.5755,0.6
1/20/2005,5:00:00,822,493,50,1278,45,7.1,56,0.569,0.6
1/20/2005,6:00:00,898,646,189,1013,93,7,57.6,0.5784,0.9
1/20/2005,7:00:00,909,636,182,992,104,7.5,55.3,0.5734,1
1/20/2005,8:00:00,1256,1130,636,616,162,7,56.3,0.566,3.4
1/20/2005,9:00:00,1298,1217,704,552,169,7.6,53.5,0.5605,4.2
1/20/2005,10:00:00,1326,1223,854,547,190,8.3,50.5,0.5558,4.4
1/20/2005,11:00:00,1139,1031,652,649,170,12.4,37.1,0.5329,2.9
1/20/2005,12:00:00,1135,1047,529,641,151,13.9,32.3,0.5117,2.6
1/20/2005,13:00:00,1117,1071,438,638,150,14.4,28.9,0.4723,2.6
1/20/2005,14:00:00,1094,1128,438,626,154,14.8,25.4,0.4259,3
1/20/2005,15:00:00,982,990,378,745,140,15.1,20.8,0.3536,2.3
1/20/2005,16:00:00,1107,1134,482,639,167,15.4,23.5,0.4076,3
1/20/2005,17:00:00,1290,1349,709,534,204,13.7,28.1,0.4381,4.5
1/20/2005,18:00:00,1445,1516,796,455,210,11.5,37.5,0.5068,6
1/20/2005,19:00:00,1357,1330,605,511,182,10.4,42.3,0.5337,4.3
1/20/2005,20:00:00,1248,1179,472,577,165,9.9,44,0.5381,3.4
1/20/2005,21:00:00,1220,1085,411,618,150,8.7,48.3,0.5458,2.8
1/20/2005,22:00:00,1137,856,264,758,132,8.1,49.9,0.5417,2.1
1/20/2005,23:00:00,1102,829,217,773,120,7.3,52.8,0.5419,1.7
1/21/2005,0:00:00,1082,801,211,780,119,8,52.2,0.5623,1.8
1/21/2005,1:00:00,1053,795,179,786,110,6.8,56.4,0.5609,1.6
1/21/2005,2:00:00,1003,740,135,847,94,6.7,57.4,0.5654,1.4
1/21/2005,3:00:00,1019,744,-200,836,-200,5.9,62.1,0.5806,1.3
1/21/2005,4:00:00,1071,808,221,757,101,5.4,65.9,0.5947,-200
1/21/2005,5:00:00,1118,841,284,702,117,5.5,66.5,0.6054,1.3
1/21/2005,6:00:00,1206,948,357,628,121,5.9,65.8,0.6178,1.6
1/21/2005,7:00:00,1256,1056,469,582,138,6.4,63.9,0.6192,2.4
1/21/2005,8:00:00,1501,1367,766,465,174,7.2,62.2,0.6351,4.5
1/21/2005,9:00:00,1578,1527,875,419,179,7.9,60,0.6406,5.7
1/21/2005,10:00:00,1427,1280,800,500,175,8.3,58.5,0.6403,4.3
